Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q14_6_TEXT,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q29,Q30,Q31,Q32,Q32_10_TEXT,Q33,Q33_6_TEXT,Q34,Q35,Q35_16_TEXT,Q36,Q36_16_TEXT,Q37,Q37_16_TEXT,Q38,Q39,Q40,Q41,Q42,Q42_8_TEXT,Q43,Q44,Q45_1,Q46_1,Q47,Q48,Q48_16_TEXT,Q49_1_x,Q49_1_y,Q49_2_x,Q49_2_y,Q49_3_x,Q49_3_y,Q49_4_x,Q49_4_y,Q49_5_x,Q49_5_y,Q49_6_x,Q49_6_y,Q49_7_x,Q49_7_y,Q49_8_x,Q49_8_y,Q49_9_x,Q49_9_y,Q49_10_x,Q49_10_y,Q49,Q50,Q51,Q52,Q53,Q53_4_TEXT,Q54,Q55,Q55_6_TEXT,Q56,Q56_4_TEXT,Q57,Q57_6_TEXT
21,Undergraduate,Chemical Engineering,Third,Male,Cisgender,Heterosexual,Yes,Fortnightly,"Beer,Wine,Spirits",Yes,Yes,"I like the taste,To get drunk,Because my friends do,It's fun",None,Yes,Vomitted,0-1,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,Marijuana,None,None of the above,None,"Crack Cocaine,Ketamine,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Benzodiazepines,Khat",None,None,On Special Occasions,None,No,To enjoy yourself,None,None,None,15,20,Alcohol,None,None,294,321,280,449,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"Union Building,Roderic Hill","Joint (pure marijuana, rolling paper)",No,Yes,Brownies/ baked goods,None,No,Bumming off a friend,None,None,None,None,None
20,Undergraduate,Computing,Second,Non-binary / third gender,Transgender,Asexual,No,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Cocaine (powder),Crack Cocaine,Ketamine,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Smart Drugs (Adderall/Ritalin/ etc.)",None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
25+,Alumnus,Chemistry,SKIP,Female,Cisgender,Bisexual,No,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,Crack Cocaine,None,None,None,No,None,None,None,None,None,None,None,Alcohol,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
24,Alumnus,Chemistry,SKIP,Male,Cisgender,Heterosexual,Yes,2-3 times a week,"Wine,Spirits",Yes,Yes,"I like the taste,Because my friends do,To relax,It's fun",None,Yes,Vomitted,7-9,Yes,"Cigarettes,Vapes","Pre–rolled, large size (Superkings)",OTHER,3-5,No,Reusable with Pods,Elfbar,Cola,A few days,None,None,None,None,None,None,None,No,"Marijuana,Cocaine (powder),Ketamine,OTHER",Poppers,"Marijuana,Cocaine (powder),Ketamine,OTHER",Poppers,"Crack Cocaine,MDMA/ Ecstasy,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",None,Acid,On Special Occasions,None,No,"To enjoy yourself,To experience something different,Self discovery",None,"First time taking ketamine, was not aware of the affects and was already drunk when taken so I became frightened but nothing extremely bad happens ",None,15,18,"Alcohol,Nicotine",None,None,282,289,338,765,1052,612,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"Union Building,Dangoor Plaza,Prince's Gardens","Joint (pure marijuana, rolling paper)",No,Yes,"Brownies/ baked goods,Gummies",None,No,"Group chat(s),Friends dealer,Tiktok/ Social Media,Friend",None,None,None,None,None
21,Undergraduate,Medicine,Second,Male,Cisgender,Heterosexual,Yes,4-6 times a week,"Beer,Spirits",No,No,"To relax,It's fun",None,Yes,Vomitted,7-9,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,Marijuana,None,None,None,"Crack Cocaine,MDMA/ Ecstasy,Ketamine,Heroin",None,None,On Special Occasions,None,No,To experience something different,None,None,None,15,16,Alcohol,None,None,273,278,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Union Building,"Joint (pure marijuana, rolling paper)",No,No,None,None,No,Friend,None,None,None,None,None
21,Undergraduate,Materials,Third,Female,Cisgender,Heterosexual,Yes,Monthly,"Beer,Spirits,Cider",Yes,Yes,"Because my friends do,To relax",None,No,Hungover,0-1,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Crack Cocaine,Ketamine,Methamphetamine,Heroin,Amphetamines (speed, ice, uppers, etc),Mephedrone,Benzodiazepines,Khat",None,marijuana,None,No,None,None,None,None,I have not had sex on drugs,19,None,Alcohol,None,None,286,286,1173,607,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"Union Building,Other",None,None,None,None,None,None,None,None,None,None,None,None
22,Alumnus,JMC,SKIP,Male,SKIP,Heterosexual,No,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
22,Undergraduate,Computing,Fourth,Male,Cisgender,Heterosexual,Yes,Weekly,"Beer,Wine,Spirits,Cider",Yes,Yes,"To get drunk,Because my friends do,It's fun",None,Yes,Blacked out,7-9,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Benzodiazepines,Khat",None,None,None,No,None,None,None,None,I have not had sex on drugs,18,None,Alcohol,None,None,309,278,1025,594,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"Union Building,Prince's Gardens",None,None,None,None,None,None,None,None,None,None,None,None
19,Undergraduate,Biology,Second,Female,Cisgender,Bisexual,No,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Benzodiazepines,Khat",None,None,None,Unsure,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
25+,Postgraduate - Taught,Business School,First,Male,Cisgender,Heterosexual,No,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",None,"DROGA ES MALA, MATA EL ALMA Y LA ENVENENA",None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
21,Undergraduate,Chemical Engineering,Third,Male,Cisgender,Gay,Yes,2-3 times a week,"Beer,Wine,Spirits",Yes,Yes,"To get drunk,Because my friends do,To relax,It's fun",None,No,Blacked out,10-12,Socially,"Cigarettes,Vapes","Pre–rolled, regular size (Straights),Roll your own (Rollies)",OTHER,<1,No,"Disposable,Reusable with e-Liquid",None,Juicy Peach ,The battery dies before I finish,None,None,None,None,None,None,None,I have successfully quit,"Marijuana,Cocaine (powder),MDMA/ Ecstasy,Ketamine,Psilocybin,Amphetamines (speed, ice, uppers, etc),Smart Drugs (Adderall/Ritalin/ etc.)",None,"Marijuana,Cocaine (powder),MDMA/ Ecstasy,Ketamine",None,"Crack Cocaine,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Mephedrone,Benzodiazepines,Khat",None,LSD,Fortnightly,None,No,"To feel good,To enjoy yourself,To experience something different",None,K-holed and thought I was watching myself die ,None,16,17,"Alcohol,Nicotine,Other Drugs",Ketamine,None,279,293,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Union Building,"Joint (pure marijuana, rolling paper),Spliff (marijuana with tobacco, rolling paper),Bong",Yes,Yes,"Brownies/ baked goods,Gummies,Laced into food",None,Yes,"Bumming off a friend,Friend",None,None,None,None,None
25+,Postgraduate - Research,Bioengineering,More than six,Female,Cisgender,Lesbian,Yes,Fortnightly,"Beer,Cider",No,Yes,"I like the taste,To relax,It's fun",None,No,Hungover,1-3,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",None,None,None,No,None,None,None,None,I have not had sex on drugs,17,None,Alcohol,None,None,259,221,217,663,724,449,678,549,465,918,1200,545,None,None,None,None,None,None,None,None,"Union Building,SAF/ RCS,Sherfield/ Great Hall,RSM,Other",None,None,None,None,None,None,None,None,None,None,None,None
21,Undergraduate,Physics,Second,SKIP,SKIP,Asexual,No,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Alcohol,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Benzodiazepines,Khat",None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
20,Undergraduate,EEE/EIE,Second,Male,Cisgender,Gay,Yes,Every few months,Spirits,Yes,Yes,"I like the taste,To get drunk",None,No,Hungover,0-1,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,OTHER,poppers,None of the above,None,"Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Benzodiazepines,Khat",None,psilocybin,On Special Occasions,None,No,"To feel good,To enjoy yourself,To experience something different,OTHER",poppers for sex :),i havent had any bad experiences ,None,15,19,Alcohol,None,None,328,249,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Union Building,None,None,None,None,None,None,OTHER,can buy poppers online :),None,None,None,None
20,Undergraduate,Mechanical Engineering,Second,Male,Cisgender,Heterosexual,Yes,Monthly,"Wine,Spirits,Cider",Yes,No,"To get drunk,Because my friends do,It's fun",None,No,Blacked out,0-1,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,OTHER,Fentanyl,None of the above,None,Alcohol,None,None,On Special Occasions,None,No,"To relax/ unwind,Exam/ academic performance",None,None,None,18,18,Alcohol,None,None,294,296,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Union Building,None,None,None,None,None,None,OTHER,The union bar,None,None,None,None
21,Undergraduate,Biology,Third,Female,Cisgender,Heterosexual,Yes,2-3 times a week,"Wine,Spirits,Cider",Yes,Yes,It's fun,None,Yes,Blacked out,4-6,Yes,Cigarettes,"Pre–rolled, regular size (Straights),Pre–rolled, thin (Vogues),Roll your own (Rollies)","Marlboro,Benson & Hedges",3-5,No,None,None,None,None,None,None,None,None,None,None,None,Yes,"Marijuana,Ketamine,Smart Drugs (Adderall/Ritalin/ etc.)",None,"Marijuana,Ketamine",None,"Crack Cocaine,Methamphetamine,Heroin,Benzodiazepines",None,None,Daily,None,No,To enjoy yourself,None,None,None,16,16,"Alcohol,Nicotine,Other Drugs",Marijuana,None,296,257,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Union Building,"Spliff (marijuana with tobacco, rolling paper)",Yes,Yes,"Brownies/ baked goods,Gummies",None,No,Dealer,None,Can arrange quick delivery,None,Text,None
25+,Postgraduate - Research,Medicine,More than six,Female,Cisgender,Heterosexual,No,None,None,None,None,None,None,None,None,None,Socially,"Cigarettes,Vapes",Roll your own (Rollies),Marlboro,<1,No,Disposable,Lost Mary’s ,Raspberry ,The battery dies before I finish,None,None,None,None,None,None,None,No,"Marijuana,Cocaine (powder),Nitrous Oxide",None,None of the above,None,"Crack Cocaine,Methamphetamine,Heroin",None,Shrooms ,Weekly,None,No,"To relax/ unwind,To feel good,To enjoy yourself,Self discovery",None,"It was so bad I was seeing my mum standing over me and screaming so I rolled up into a ball and sat in the bath tub for what seemed like 40 hours. I look at my watch at some point and only 5 mins passed.

Another classic is a come down from coke where I shat and puked myself and lied on the floor because my heart beat was around 180bpm ",None,None,21,Alcohol,None,None,352,860,352,760,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"Chemistry and SECB,Dangoor Plaza","Joint (pure marijuana, rolling paper),Spliff (marijuana with tobacco, rolling paper)",Yes,Yes,"Brownies/ baked goods,Gummies,Laced into food",None,Yes,OTHER,Someone from my department ,None,None,None,None
20,Undergraduate,Chemistry,First,Female,SKIP,Prefer not to say,No,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",None,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat",None,None of the above,None,Everything that's in my labs... Mmmmmm,Daily,None,Yes,"To relax/ unwind,To feel good,To enjoy yourself,To experience something different,Self discovery,Self–medication,Exam/ academic performance,Physical performance,OTHER",Research ,Ended up blowing up the chemistry department by accident ,None,None,14,"Alcohol,Nicotine,Other Drugs","Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Smart Drugs (Adderall/Ritalin/ etc.),Benzodiazepines,Khat,OTHER","Everything in the labs, including prions",384,66,279,279,95,565,223,758,398,863,588,929,506,936,220,896,1091,433,1137,768,"Union Building,Huxley,Library,SAF/ RCS,Chemistry and SECB,Other","Joint (pure marijuana, rolling paper),Spliff (marijuana with tobacco, rolling paper),Blunt (pure marijuana, cigar or tobacco leaf wrapping),Bong,THC vape (Cart, Penjamins, etc),Convection vape",Yes,Yes,"Brownies/ baked goods,Gummies,Laced into food,OTHER",In the lab,Yes,"Prescription,Dealer,Group chat(s),Friends dealer,Bumming off a friend,Partner,Dark Web,Tiktok/ Social Media,Friend,Parents,Siblings",None,"Walking distance,Can arrange quick delivery,Need to organise in advance,OTHER",Live with them,Carrier Pigeon,None
25+,Postgraduate - Research,Medicine,Fifth,Male,Cisgender,Heterosexual,Yes,4-6 times a week,Beer,No,Yes,"I like the taste,To get drunk,Because my friends do,To relax,It's fun",None,Yes,Blacked out,10-12,Socially,Cigarettes,"Pre–rolled, regular size (Straights)",OTHER,<1,No,None,None,None,None,None,None,None,None,None,None,None,No,"Marijuana,Cocaine (powder),MDMA/ Ecstasy",None,Marijuana,None,"Crack Cocaine,Ketamine,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Mephedrone,Benzodiazepines,Khat",None,None,Fortnightly,None,No,"To relax/ unwind,To feel good,To enjoy yourself,To experience something different,Self–medication",None,None,None,14,15,"Alcohol,Other Drugs",Marijuana,None,215,681,1164,641,324,783,None,None,None,None,None,None,None,None,None,None,None,None,None,None,"Sherfield/ Great Hall,Dangoor Plaza,Other","Joint (pure marijuana, rolling paper)",No,Yes,"Brownies/ baked goods,Gummies,Laced into food",None,Unsure,Dealer,None,"Can arrange quick delivery,Need to organise in advance",None,Text,None
20,Undergraduate,Materials,Second,Female,Cisgender,SKIP,Yes,Weekly,"Beer,Wine,Spirits,Cider",No,Yes,To get drunk,None,Yes,Hungover,1-3,Socially,Vapes,None,None,None,None,"Disposable,Reusable with Pods,Reusable with e-Liquid",None,Anything fruity,A week,None,None,None,None,None,None,None,I have successfully quit,"Marijuana,Cocaine (powder),Methamphetamine,Smart Drugs (Adderall/Ritalin/ etc.)",None,"Cocaine (powder),Psilocybin,Smart Drugs (Adderall/Ritalin/ etc.)",None,"Heroin,Anabolic Steroids",None,None,Daily,None,No,Exam/ academic performance,None,Taking shrooms and thinking i went purple and all my hair fell out,None,14,14,"Alcohol,Nicotine,Other Drugs",Smart Drugs (Adderall/Ritalin/ etc.),None,613,456,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Other,"Joint (pure marijuana, rolling paper)",No,Yes,Brownies/ baked goods,None,No,"Prescription,Dealer",None,OTHER,Another country ,Text,None
22,Undergraduate,Materials,Second,Male,Cisgender,Heterosexual,No,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None of the above,None,None,None,"Marijuana,Cocaine (powder),Crack Cocaine,MDMA/ Ecstasy,Ketamine,Acid/ LSD,Psilocybin,Alcohol,Methamphetamine,Nitrous Oxide,Heroin,Anabolic Steroids,Amphetamines (speed, ice, uppers, etc),Mephedrone,Benzodiazepines,Khat",None,Aderall,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
